League,Year,CanonicalPlayer,EntryType,PriorCurrentLeagueTopTier,PriorOtherLeagueTopTier,SameYearOtherLeagueTopTier,FirstCurrentLeagueTopTierYear,FirstOtherLeagueTopTierYear,PriorCurrentLeagueYears,PriorOtherLeagueYears,CurrentID,PlayerPage,Birthdate,birth_year,Country,Nationality,Residency,EntryAge,KnownDOB,U22_Known,DOBConflict
Tencent LoL Pro League,2021,Nuguri,CrossRegionImport,False,True,False,2021,2019,,2019;2020,Nuguri,Nuguri,1999-07-17,1999.0,South Korea,,Korea,22.0,True,False,False
Tencent LoL Pro League,2021,Tarzan (Lee Seung-yong),CrossRegionImport,False,True,False,2021,2018,,2018;2019;2020,Tarzan,Tarzan (Lee Seung-yong),1999-08-23,1999.0,South Korea,,Korea,22.0,True,False,False
Tencent LoL Pro League,2021,Viper (Park Do-hyeon),CrossRegionImport,False,True,False,2021,2018,,2018;2019;2020,Viper,Viper (Park Do-hyeon),2000-10-19,2000.0,South Korea,,Korea,21.0,True,True,False
Tencent LoL Pro League,2021,Aki (Mao An),EstablishedDomestic,True,False,False,2019,,2019,,Aki,Aki (Mao An),2000-04-09,2000.0,China,,China,21.0,True,True,False
Tencent LoL Pro League,2021,Ale,EstablishedDomestic,True,False,False,2019,,2019;2020,,Ale,Ale,2001-07-23,2001.0,China,,China,20.0,True,True,False
Tencent LoL Pro League,2021,Breathe,EstablishedDomestic,True,False,False,2019,,2019;2020,,Breathe,Breathe,2001-02-19,2001.0,China,,China,20.0,True,True,False
Tencent LoL Pro League,2021,Cube (Dai Yi),EstablishedDomestic,True,False,False,2019,,2019;2020,,Cube,Cube (Dai Yi),2002-07-14,2002.0,China,,China,19.0,True,True,False
Tencent LoL Pro League,2021,FoFo,EstablishedDomestic,True,False,False,2020,,2020,,FoFo,FoFo,1999-01-08,1999.0,Taiwan,,Asia Pacific,22.0,True,False,False
Tencent LoL Pro League,2021,Hang,EstablishedDomestic,True,False,False,2020,,2020,,Hang,Hang,2003-02-05,2003.0,China,,China,18.0,True,True,False
Tencent LoL Pro League,2021,Iwandy,EstablishedDomestic,True,False,False,2020,,2020,,Iwandy,Iwandy,2000-08-27,2000.0,China,,China,21.0,True,True,False
Tencent LoL Pro League,2021,Light (Wang Guang-Yu),EstablishedDomestic,True,False,False,2018,,2018;2020,,Light,Light (Wang Guang-Yu),2001-02-21,2001.0,China,,China,20.0,True,True,False
Tencent LoL Pro League,2021,New,EstablishedDomestic,True,False,False,2018,,2018;2020,,New,New,1998-09-01,1998.0,China,,China,23.0,True,False,False
Tencent LoL Pro League,2021,XinLiu,EstablishedDomestic,True,False,False,2019,,2019,,XinLiu,XinLiu,2001-07-27,2001.0,China,,China,20.0,True,True,False
Tencent LoL Pro League,2021,Zeka (Kim Geon-woo),EstablishedDomestic,True,False,False,2020,2022,2020,,Zeka,Zeka (Kim Geon-woo),2002-11-28,2002.0,South Korea,,Korea,19.0,True,True,False
Tencent LoL Pro League,2021,Creme,TrueDebut,False,False,False,2021,,,,Creme,Creme,2003-12-14,2003.0,China,,China,18.0,True,True,False
Tencent LoL Pro League,2021,Hulatang,TrueDebut,False,False,False,2021,,,,hulatang,Hulatang,2000-10-06,2000.0,China,,China,21.0,True,True,False
Tencent LoL Pro League,2021,ON,TrueDebut,False,False,False,2021,,,,ON,ON,2003-05-12,2003.0,China,,China,18.0,True,True,False
Tencent LoL Pro League,2021,Shanks,TrueDebut,False,False,False,2021,,,,Shanks,Shanks,2001-05-13,2001.0,China,,China,20.0,True,True,False
Tencent LoL Pro League,2021,Xun,TrueDebut,False,False,False,2021,,,,Xun,Xun,2002-02-05,2002.0,China,,China,19.0,True,True,False
Tencent LoL Pro League,2021,Zhuo,TrueDebut,False,False,False,2021,,,,Zhuo,Zhuo,2001-02-13,2001.0,China,,China,20.0,True,True,False
Tencent LoL Pro League,2022,Rich (Lee Jae-won),CrossRegionImport,False,True,False,2022,2019,,2019;2020;2021,Rich,Rich (Lee Jae-won),1998-02-16,1998.0,South Korea,,Korea,24.0,True,False,False
Tencent LoL Pro League,2022,Summit,CrossRegionImport,False,True,False,2022,2019,,2019;2020;2021,Summit,Summit,1998-12-08,1998.0,South Korea,,Korea,24.0,True,False,False
Tencent LoL Pro League,2022,Photic,EstablishedDomestic,True,False,False,2020,,2020,,Photic,Photic,2002-10-11,2002.0,China,,China,20.0,True,True,False
Tencent LoL Pro League,2022,Qingtian,EstablishedDomestic,True,False,False,2021,,2021,,Qingtian,Qingtian,2002-04-15,2002.0,China,,China,20.0,True,True,False
Tencent LoL Pro League,2022,Xiaolaohu,EstablishedDomestic,True,False,False,2021,,2021,,Xiaolaohu,Xiaolaohu,2002-08-22,2002.0,China,,China,20.0,True,True,False
Tencent LoL Pro League,2022,Care,TrueDebut,False,False,False,2022,,,,Care,Care,2004-02-28,2004.0,China,,China,18.0,True,True,False
Tencent LoL Pro League,2022,Doggo,TrueDebut,False,False,False,2022,,,,Doggo,Doggo,2003-01-14,2003.0,Taiwan,,Asia Pacific,19.0,True,True,False
Tencent LoL Pro League,2022,Shanji,TrueDebut,False,False,False,2022,,,,shanji,Shanji,2000-09-14,2000.0,China,,China,22.0,True,False,False
Tencent LoL Pro League,2022,Strive,TrueDebut,False,False,False,2022,,,,Strive,Strive,2002-08-28,2002.0,China,,China,20.0,True,True,False
Tencent LoL Pro League,2022,Wayward,TrueDebut,False,False,False,2022,,,,Wayward,Wayward,2001-06-23,2001.0,China,,China,21.0,True,True,False
Tencent LoL Pro League,2023,HOYA,CrossRegionImport,True,True,False,2022,2020,2022,2020;2021;2022,HOYA,HOYA,2000-08-25,2000.0,South Korea,,Korea,23.0,True,False,False
Tencent LoL Pro League,2023,Ruler,CrossRegionImport,False,True,False,2023,2016,,2016;2017;2018;2019;2020;2021;2022,Ruler,Ruler,1998-12-29,1998.0,South Korea,,Korea,25.0,True,False,False
Tencent LoL Pro League,2023,Ucal,CrossRegionImport,True,True,False,2022,2018,2022,2018;2019;2020;2021,Ucal,Ucal,2001-01-30,2001.0,South Korea,,Korea,22.0,True,False,False
Tencent LoL Pro League,2023,Beichuan,EstablishedDomestic,True,False,False,2021,,2021;2022,,Beichuan,Beichuan,2001-07-21,2001.0,China,,China,22.0,True,False,False
Tencent LoL Pro League,2023,Invincible,EstablishedDomestic,True,False,False,2021,,2021;2022,,Invincible,Invincible,2001-01-30,2001.0,China,,China,22.0,True,False,False
Tencent LoL Pro League,2023,LP,EstablishedDomestic,True,False,False,2021,,2021,,LP,LP,2002-08-04,2002.0,China,,China,21.0,True,True,False
Tencent LoL Pro League,2023,Shad0w,EstablishedDomestic,True,False,False,2021,,2021;2022,,Shad0w,Shad0w,2001-02-25,2001.0,Italy,,China,22.0,True,False,False
Tencent LoL Pro League,2023,Yaoyao,EstablishedDomestic,True,False,False,2021,,2021;2022,,yaoyao,Yaoyao,2001-07-20,2001.0,China,,China,22.0,True,False,False
Tencent LoL Pro League,2023,Zika,EstablishedDomestic,True,False,False,2022,,2022,,Zika,Zika,2003-07-07,2003.0,China,,China,20.0,True,True,False
Tencent LoL Pro League,2023,Heng,TrueDebut,False,False,False,2023,,,,Heng,Heng,2001-07-16,2001.0,China,,China,22.0,True,False,False
Tencent LoL Pro League,2023,Leave,TrueDebut,False,False,False,2023,,,,Leave,Leave,2002-09-29,2002.0,China,,China,21.0,True,True,False
Tencent LoL Pro League,2023,Lele (Dang Bo-Lin),TrueDebut,False,False,False,2023,,,,Lele,Lele (Dang Bo-Lin),2000-07-11,2000.0,China,,China,23.0,True,False,False
Tencent LoL Pro League,2023,Tangyuan,TrueDebut,False,False,False,2023,,,,Tangyuan,Tangyuan,2004-01-30,2004.0,China,,China,19.0,True,True,False
Tencent LoL Pro League,2024,Burdol,CrossRegionImport,False,True,False,2024,2021,,2021;2022;2023,Burdol,Burdol,2003-12-25,2003.0,South Korea,,Korea,21.0,True,True,False
Tencent LoL Pro League,2024,Croco,CrossRegionImport,False,True,False,2024,2021,,2021;2022;2023,Croco,Croco,2000-02-23,2000.0,South Korea,,Korea,24.0,True,False,False
Tencent LoL Pro League,2024,Deokdam,CrossRegionImport,False,True,False,2024,2020,,2020;2021;2022;2023,deokdam,Deokdam,2000-02-25,2000.0,South Korea,,Korea,24.0,True,False,False
Tencent LoL Pro League,2024,Kael (Kim Jin-hong),CrossRegionImport,False,True,False,2024,2022,,2022;2023,Kael,Kael (Kim Jin-hong),2004-02-11,2004.0,South Korea,,Korea,20.0,True,True,False
Tencent LoL Pro League,2024,Life,CrossRegionImport,False,True,False,2024,2019,,2019;2020;2021;2022;2023,Life,Life,2000-07-07,2000.0,South Korea,,Korea,24.0,True,False,False
Tencent LoL Pro League,2024,VicLa,CrossRegionImport,False,True,False,2024,2022,,2022,VicLa,VicLa,2003-11-27,2003.0,South Korea,"South Korea,Japan",Korea,21.0,True,True,False
Tencent LoL Pro League,2024,1xn,EstablishedDomestic,True,False,False,2023,,2023,,1xn,1xn,2004-05-01,2004.0,Hong Kong,,China,20.0,True,True,False
Tencent LoL Pro League,2024,Ahn,EstablishedDomestic,True,False,False,2022,,2022;2023,,Ahn,Ahn,2001-03-15,2001.0,China,,China,23.0,True,False,False
Tencent LoL Pro League,2024,Assum,EstablishedDomestic,True,False,False,2022,,2022;2023,,Assum,Assum,2003-11-30,2003.0,China,,China,21.0,True,True,False
Tencent LoL Pro League,2024,Feather,EstablishedDomestic,True,False,False,2023,,2023,,Feather,Feather,2003-08-01,2003.0,China,,China,21.0,True,True,False
Tencent LoL Pro League,2024,Haichao,EstablishedDomestic,True,False,False,2022,,2022;2023,,haichao,Haichao,2003-04-17,2003.0,China,,China,21.0,True,True,False
Tencent LoL Pro League,2024,Hery,EstablishedDomestic,True,False,False,2022,,2022;2023,,Hery,Hery,2001-09-29,2001.0,China,,China,23.0,True,False,False
Tencent LoL Pro League,2024,Jwei,EstablishedDomestic,True,False,False,2021,,2021,,Jwei,Jwei,2003-01-05,2003.0,China,,China,21.0,True,True,False
Tencent LoL Pro League,2024,Neny,EstablishedDomestic,True,False,False,2021,,2021;2022;2023,,neny,Neny,2003-09-28,2003.0,China,,China,21.0,True,True,False
Tencent LoL Pro League,2024,Stay (Guo Yi-Yang),EstablishedDomestic,True,False,False,2021,,2021;2022,,Stay,Stay (Guo Yi-Yang),2003-01-19,2003.0,China,,China,21.0,True,True,False
Tencent LoL Pro League,2024,Tianzhen,EstablishedDomestic,True,False,False,2023,,2023,,Tianzhen,Tianzhen,2004-09-13,2004.0,China,,China,20.0,True,True,False
Tencent LoL Pro League,2024,Xiaohao,EstablishedDomestic,True,False,False,2021,,2021;2022;2023,,Xiaohao,Xiaohao,2002-07-19,2002.0,China,,China,22.0,True,False,False
Tencent LoL Pro League,2024,Xiaoxu,EstablishedDomestic,True,False,False,2023,,2023,,Xiaoxu,Xiaoxu,2003-09-11,2003.0,China,,China,21.0,True,True,False
Tencent LoL Pro League,2024,YSKM,EstablishedDomestic,True,False,False,2023,,2023,,YSKM,YSKM,2004-02-11,2004.0,Hong Kong,,China,20.0,True,True,False
Tencent LoL Pro League,2024,Zdz,EstablishedDomestic,True,False,False,2019,,2019;2021;2022;2023,,Zdz,Zdz,2001-12-03,2001.0,China,,China,23.0,True,False,False
Tencent LoL Pro League,2024,GLFS,TrueDebut,False,False,False,2024,,,,GLFS,GLFS,2006-04-06,2006.0,China,,China,18.0,True,True,False
Tencent LoL Pro League,2024,Milkyway,TrueDebut,False,False,False,2024,,,,milkyway,Milkyway,2004-06-07,2004.0,China,,China,20.0,True,True,False
Tencent LoL Pro League,2024,Shaoye,TrueDebut,False,False,False,2024,,,,Shaoye,Shaoye,2001-09-14,2001.0,China,,China,23.0,True,False,False
Tencent LoL Pro League,2024,Starry,TrueDebut,False,False,False,2024,,,,Starry,Starry,2004-10-14,2004.0,China,,China,20.0,True,True,False
Tencent LoL Pro League,2024,Vampire,TrueDebut,False,False,False,2024,,,,Vampire,Vampire,2005-08-24,2005.0,China,,China,19.0,True,True,False
Tencent LoL Pro League,2024,Xiaofang,TrueDebut,False,False,False,2024,,,,xiaofang,Xiaofang,2004-07-06,2004.0,China,,China,20.0,True,True,False
